model_name,repo,imagenet_top1,imagenet_top5,params,layer,hook,accuracy,baseline_accuracy
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,4,skip_layer_atten,66.02,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,4,skip_layer_attention_residual,0.2,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,4,skip_layer_ffn,71.97,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,4,skip_layer_ffn_residual,73.63,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,4,skip_layer_ffn_residual_no_residual_attention,0.1,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,4,full_layer_skip,71.09,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,5,skip_layer_atten,67.09,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,5,skip_layer_attention_residual,0.1,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,5,skip_layer_ffn,71.09,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,5,skip_layer_ffn_residual,73.63,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,5,skip_layer_ffn_residual_no_residual_attention,0.2,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,5,full_layer_skip,69.53,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,6,skip_layer_atten,67.48,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,6,skip_layer_attention_residual,0.1,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,6,skip_layer_ffn,71.68,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,6,skip_layer_ffn_residual,73.63,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,6,skip_layer_ffn_residual_no_residual_attention,0.0,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,6,full_layer_skip,69.43,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,7,skip_layer_atten,68.75,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,7,skip_layer_attention_residual,1.37,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,7,skip_layer_ffn,71.39,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,7,skip_layer_ffn_residual,73.63,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,7,skip_layer_ffn_residual_no_residual_attention,0.39,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,7,full_layer_skip,70.51,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,8,skip_layer_atten,70.61,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,8,skip_layer_attention_residual,1.86,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,8,skip_layer_ffn,71.58,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,8,skip_layer_ffn_residual,73.63,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,8,skip_layer_ffn_residual_no_residual_attention,0.59,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,8,full_layer_skip,70.9,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,9,skip_layer_atten,70.02,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,9,skip_layer_attention_residual,5.57,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,9,skip_layer_ffn,72.17,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,9,skip_layer_ffn_residual,73.63,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,9,skip_layer_ffn_residual_no_residual_attention,1.37,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,9,full_layer_skip,71.0,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,10,skip_layer_atten,70.7,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,10,skip_layer_attention_residual,18.65,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,10,skip_layer_ffn,73.05,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,10,skip_layer_ffn_residual,73.63,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,10,skip_layer_ffn_residual_no_residual_attention,1.27,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,10,full_layer_skip,71.29,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,11,skip_layer_atten,71.88,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,11,skip_layer_attention_residual,40.82,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,11,skip_layer_ffn,71.58,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,11,skip_layer_ffn_residual,73.63,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,11,skip_layer_ffn_residual_no_residual_attention,21.48,73.63
DeiT-tiny distilled,facebook/deit-tiny-distilled-patch16-224,74.5,91.9,6M,11,full_layer_skip,70.31,73.63
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,0,skip_layer_atten,60.55,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,0,skip_layer_attention_residual,0.59,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,0,skip_layer_ffn,0.49,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,0,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,0,skip_layer_ffn_residual_no_residual_attention,0.39,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,0,full_layer_skip,1.46,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,1,skip_layer_atten,71.88,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,1,skip_layer_attention_residual,0.1,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,1,skip_layer_ffn,77.25,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,1,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,1,skip_layer_ffn_residual_no_residual_attention,0.1,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,1,full_layer_skip,75.1,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,2,skip_layer_atten,74.9,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,2,skip_layer_attention_residual,0.0,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,2,skip_layer_ffn,79.0,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,2,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,2,skip_layer_ffn_residual_no_residual_attention,0.1,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,2,full_layer_skip,77.05,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,3,skip_layer_atten,77.44,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,3,skip_layer_attention_residual,0.1,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,3,skip_layer_ffn,79.2,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,3,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,3,skip_layer_ffn_residual_no_residual_attention,0.2,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,3,full_layer_skip,78.81,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,4,skip_layer_atten,77.73,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,4,skip_layer_attention_residual,0.1,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,4,skip_layer_ffn,79.0,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,4,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,4,skip_layer_ffn_residual_no_residual_attention,0.2,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,4,full_layer_skip,78.81,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,5,skip_layer_atten,77.34,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,5,skip_layer_attention_residual,2.25,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,5,skip_layer_ffn,78.61,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,5,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,5,skip_layer_ffn_residual_no_residual_attention,0.29,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,5,full_layer_skip,78.12,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,6,skip_layer_atten,78.42,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,6,skip_layer_attention_residual,4.98,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,6,skip_layer_ffn,80.47,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,6,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,6,skip_layer_ffn_residual_no_residual_attention,0.88,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,6,full_layer_skip,79.1,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,7,skip_layer_atten,78.42,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,7,skip_layer_attention_residual,8.2,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,7,skip_layer_ffn,79.2,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,7,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,7,skip_layer_ffn_residual_no_residual_attention,2.73,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,7,full_layer_skip,78.52,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,8,skip_layer_atten,78.61,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,8,skip_layer_attention_residual,31.84,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,8,skip_layer_ffn,79.2,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,8,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,8,skip_layer_ffn_residual_no_residual_attention,15.53,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,8,full_layer_skip,78.91,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,9,skip_layer_atten,79.49,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,9,skip_layer_attention_residual,48.34,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,9,skip_layer_ffn,79.98,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,9,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,9,skip_layer_ffn_residual_no_residual_attention,30.86,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,9,full_layer_skip,79.0,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,10,skip_layer_atten,79.79,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,10,skip_layer_attention_residual,11.82,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,10,skip_layer_ffn,80.27,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,10,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,10,skip_layer_ffn_residual_no_residual_attention,2.15,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,10,full_layer_skip,80.08,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,11,skip_layer_atten,79.88,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,11,skip_layer_attention_residual,13.57,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,11,skip_layer_ffn,79.69,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,11,skip_layer_ffn_residual,80.18,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,11,skip_layer_ffn_residual_no_residual_attention,3.71,80.18
DeiT-small distilled,facebook/deit-small-distilled-patch16-224,81.2,95.4,22M,11,full_layer_skip,79.3,80.18
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,0,skip_layer_atten,75.29,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,0,skip_layer_attention_residual,1.27,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,0,skip_layer_ffn,0.68,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,0,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,0,skip_layer_ffn_residual_no_residual_attention,0.29,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,0,full_layer_skip,0.78,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,1,skip_layer_atten,78.32,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,1,skip_layer_attention_residual,0.29,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,1,skip_layer_ffn,82.32,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,1,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,1,skip_layer_ffn_residual_no_residual_attention,0.29,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,1,full_layer_skip,81.64,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,2,skip_layer_atten,80.27,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,2,skip_layer_attention_residual,0.0,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,2,skip_layer_ffn,81.93,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,2,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,2,skip_layer_ffn_residual_no_residual_attention,0.2,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,2,full_layer_skip,81.84,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,3,skip_layer_atten,80.08,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,3,skip_layer_attention_residual,0.1,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,3,skip_layer_ffn,82.71,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,3,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,3,skip_layer_ffn_residual_no_residual_attention,0.0,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,3,full_layer_skip,82.13,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,4,skip_layer_atten,80.47,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,4,skip_layer_attention_residual,0.0,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,4,skip_layer_ffn,82.52,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,4,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,4,skip_layer_ffn_residual_no_residual_attention,0.0,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,4,full_layer_skip,82.62,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,5,skip_layer_atten,81.15,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,5,skip_layer_attention_residual,0.39,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,5,skip_layer_ffn,82.62,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,5,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,5,skip_layer_ffn_residual_no_residual_attention,0.1,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,5,full_layer_skip,82.03,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,6,skip_layer_atten,81.74,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,6,skip_layer_attention_residual,1.76,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,6,skip_layer_ffn,82.42,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,6,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,6,skip_layer_ffn_residual_no_residual_attention,0.29,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,6,full_layer_skip,81.64,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,7,skip_layer_atten,81.15,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,7,skip_layer_attention_residual,14.84,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,7,skip_layer_ffn,83.01,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,7,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,7,skip_layer_ffn_residual_no_residual_attention,1.56,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,7,full_layer_skip,81.84,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,8,skip_layer_atten,81.25,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,8,skip_layer_attention_residual,35.45,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,8,skip_layer_ffn,81.74,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,8,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,8,skip_layer_ffn_residual_no_residual_attention,15.72,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,8,full_layer_skip,81.74,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,9,skip_layer_atten,80.76,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,9,skip_layer_attention_residual,53.32,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,9,skip_layer_ffn,82.03,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,9,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,9,skip_layer_ffn_residual_no_residual_attention,30.66,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,9,full_layer_skip,80.76,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,10,skip_layer_atten,80.37,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,10,skip_layer_attention_residual,61.91,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,10,skip_layer_ffn,82.32,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,10,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,10,skip_layer_ffn_residual_no_residual_attention,49.8,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,10,full_layer_skip,81.05,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,11,skip_layer_atten,81.64,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,11,skip_layer_attention_residual,24.71,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,11,skip_layer_ffn,82.42,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,11,skip_layer_ffn_residual,82.23,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,11,skip_layer_ffn_residual_no_residual_attention,4.59,82.23
DeiT-base distilled,facebook/deit-base-distilled-patch16-224,83.4,96.5,87M,11,full_layer_skip,81.45,82.23
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,0,skip_layer_atten,79.69,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,0,skip_layer_attention_residual,0.2,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,0,skip_layer_ffn,68.26,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,0,skip_layer_ffn_residual,0.1,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,0,skip_layer_ffn_residual_no_residual_attention,0.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,0,full_layer_skip,68.36,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,1,skip_layer_atten,79.79,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,1,skip_layer_attention_residual,0.1,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,1,skip_layer_ffn,79.88,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,1,skip_layer_ffn_residual,0.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,1,skip_layer_ffn_residual_no_residual_attention,0.2,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,1,full_layer_skip,79.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,2,skip_layer_atten,80.08,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,2,skip_layer_attention_residual,0.29,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,2,skip_layer_ffn,79.59,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,2,skip_layer_ffn_residual,0.1,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,2,skip_layer_ffn_residual_no_residual_attention,0.2,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,2,full_layer_skip,78.71,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,3,skip_layer_atten,79.88,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,3,skip_layer_attention_residual,0.1,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,3,skip_layer_ffn,80.08,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,3,skip_layer_ffn_residual,0.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,3,skip_layer_ffn_residual_no_residual_attention,0.1,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,3,full_layer_skip,79.69,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,4,skip_layer_atten,79.88,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,4,skip_layer_attention_residual,0.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,4,skip_layer_ffn,79.59,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,4,skip_layer_ffn_residual,0.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,4,skip_layer_ffn_residual_no_residual_attention,0.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,4,full_layer_skip,79.49,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,5,skip_layer_atten,80.27,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,5,skip_layer_attention_residual,0.1,80.27
